	WER_MEAN	CORTEX_MEAN	pet111_MEAN	scr5_MEAN	wol_MEAN
248139_at	6.380875793	2.510436416	4.24912311	2.776995868	3.244370984
248140_at	0.594183064	1.091398262	0.922262646	1.28736076	2.104520846
248141_at	0.351294188	0.309642535	0.341998191	0.383477025	0.487431391
248142_at	1.177613332	1.08680225	1.181845458	1.071627164	1.107530713
248143_at	0.45372734	0.442269798	0.413503032	0.535770836	0.516058454
248144_at	3.646998692	1.851967226	5.963824153	2.890659701	3.055498751
248145_at	0.683289803	0.611764421	0.676228126	0.746552344	0.77459566
248146_at	5.001095973	13.31173287	15.56187441	13.52322354	12.19591982
248147_at	9.630206463	7.194053062	7.035131462	5.677567982	5.305112796
248148_at	0.731801603	1.072969586	0.917630306	1.676895464	0.809203572
248149_at	1.678303723	4.100779518	2.111351491	2.087250747	1.474586703
248150_at	1.545585679	1.37300512	3.92718585	0.965209965	1.480050695
248151_at	0.5608965	1.581727992	0.603186549	0.788734632	0.738408089
248152_at	0.866853047	0.630597152	0.682888713	0.808685272	0.812929484
248153_at	0.406581443	0.473560563	0.415294256	0.484043381	0.525748523
248154_at	0.661730027	0.779545356	0.630975577	0.718385364	0.67836284
248155_at	1.361085205	3.181185598	5.479255328	3.902462153	1.540533874
248156_at	0.343799725	0.386552985	0.40936029	0.435898223	0.513167263
248157_at	0.39639947	0.414531351	0.399525374	0.505221927	0.503305132
248158_at	4.578066376	6.615504998	4.90010571	3.936019691	2.377886977
248159_at	0.474945664	0.478739343	0.426477623	0.483307559	0.514144224
248160_at	1.81939247	1.094421207	1.614643607	1.138090394	1.131011207
248161_at	0.351886992	0.357901915	0.384055155	0.400445872	0.501254964
248162_at	5.053341213	10.44475422	11.99823091	10.89056785	8.449748528
248163_at	1.524717233	4.244287817	21.35991136	1.14989446	1.782703753
248164_at	1.320713834	2.377594459	2.587896861	2.344437761	2.275704265
248165_at	8.93362715	7.077990186	6.571581765	6.062409896	4.658288994
248166_at	0.717663305	0.710031335	0.76480431	0.894781628	0.757394121
248167_at	0.541424109	0.584587224	0.575318189	0.907337969	0.709474416
248168_at	0.491814303	0.444632537	0.591283678	0.737860346	0.711357501
248169_at	0.452495184	0.486048279	0.490179137	0.531957611	0.548790898
248170_at	0.390836579	0.410981288	0.426461226	0.476861645	0.511518763
248171_at	4.481851886	5.827295922	6.212662517	3.947782469	2.910926977
248172_at	0.465955825	0.533328776	0.982458533	0.613195179	0.868610802
248173_at	4.025606761	1.226096191	1.586080815	1.615758606	2.278464377
248174_at	1.618923924	1.385694023	1.422531706	1.308363938	1.481832263
248175_at	3.332409816	4.046862855	4.508678815	4.043439823	2.04726134
248176_at	1.692493644	2.257114777	3.871802567	2.04811769	1.120173309
248177_at	0.443945851	0.542567327	0.509843074	0.596631832	0.587134652
248178_at	23.28176394	4.29765241	53.07763574	6.411992772	14.92683706
248179_at	3.365188982	9.607085675	1.18924055	2.864832653	2.038623261
248180_at	3.387817507	3.707135401	4.497568833	3.65212815	2.261620495
248181_at	0.845315284	0.978770872	1.048863235	0.969731083	1.085080258
248182_at	0.595277128	0.4768156	0.376386141	0.488279429	0.515099741
248183_at	0.73494954	0.486897941	0.523839616	0.514754803	0.70538876
248184_at	0.459147838	0.390024165	0.375689427	0.414637343	0.470005935
248185_at	0.889982585	0.910724204	0.834024162	0.968349186	0.882709627
248186_at	0.428210082	0.380497365	0.397837934	0.505893413	0.562936699
248187_at	1.215921067	1.031179444	0.887452603	1.074703663	0.898849382
248188_at	0.357508854	0.353453473	0.373463004	0.425938359	0.474288801
248189_at	0.553994347	0.605041595	0.630976735	0.632833094	0.685187204
248190_at	0.659051743	0.654480551	0.612350565	0.785848377	0.895851415
248191_at	0.628922958	0.488198474	0.592209751	0.603287388	0.960603898
248192_at	1.603126337	1.431842009	1.084432078	0.951099541	0.906087736
248193_at	1.225332917	3.05535491	5.634944323	3.512094281	1.412957666
248194_at	0.398570543	0.429040453	0.377467182	0.450498222	0.52041306
248195_at	1.291212351	1.937293759	2.343048917	1.818786783	1.406945828
248196_at	0.566217017	0.528575959	0.534441908	0.709594107	0.854094585
248197_at	0.550995114	0.550623813	0.5516548	0.596113844	0.687266502
248198_at	2.18977034	1.709906274	1.360821744	1.391695367	1.310436517
248199_at	1.326471538	3.96128766	8.251871587	3.316199959	2.444230452
248200_at	3.003365633	21.78264431	1.814783353	17.73773594	14.16536235
248201_at	0.623872957	0.497320624	0.511367597	0.54963253	0.607000663
248202_at	0.867647149	1.089443286	0.871647036	1.066638465	0.947414926
248203_at	0.431884542	0.79352449	0.41702044	0.60706226	0.61466081
248204_at	0.663116208	0.844802611	2.382677566	0.639909209	0.849758087
248205_at	0.643745808	1.001978384	1.350496521	0.674716467	0.511891974
248206_at	0.793644935	0.785482125	0.777275257	1.090806544	0.943776844
248207_at	0.969180681	2.408423121	1.294070619	1.53269855	0.792862746
248208_at	0.500003094	0.751671123	0.449656257	0.611824963	0.546764131
248209_at	0.604367541	0.715496033	0.47265463	1.01670253	0.805604855
248210_at	0.463754508	0.546384583	0.529225191	0.598986139	0.60946704
248211_at	0.465263758	0.67057468	0.538964209	0.607554135	0.536488486
248212_at	1.56299687	1.959058585	0.565211523	0.803662142	0.953990585
248213_at	0.603946049	0.723991281	0.740456015	0.795901615	0.746805528
248214_at	0.521928578	0.608010377	0.556845022	0.745969021	0.756047352
248215_at	0.46659542	0.51362319	0.430058385	4.743191105	0.634245099
248216_at	0.405702331	0.450958583	0.452121574	0.610188007	0.607503646
248217_at	27.34813599	18.42737608	15.60024337	18.66510846	16.37154326
248218_at	0.440448903	0.592572717	0.610848889	0.821019345	0.770356033
248219_at	4.972658175	2.571943512	2.246829247	2.981250473	2.458971387
248220_at	2.88444845	2.998523981	3.226831124	2.200826921	1.988726982
248221_at	2.869756587	2.812020137	2.121146041	3.01273805	2.004752898
248222_at	1.457208079	2.172976033	2.615191754	1.855108968	1.393996065
248223_at	2.761054968	1.875500633	3.242560798	1.811688095	1.945058705
248224_at	0.534521985	0.627582122	0.550838122	0.630111516	0.662712211
248225_at	0.642400881	0.622081238	0.595590549	0.700628362	0.764257165
248226_at	1.182770926	1.962162387	1.168446565	1.244464127	0.789151222
248227_at	0.343361835	0.324944355	0.379094372	0.402704234	0.42071441
248228_at	1.146993543	1.031570797	1.168871194	1.063103466	0.831552252
248229_at	0.444643523	0.478455785	0.48357197	0.561206128	0.629560888
248230_at	0.556703585	0.539384046	0.537434291	0.653485776	0.904792462
248231_at	1.09133453	0.587155615	0.681069943	0.692810663	0.786170098
248232_at	3.167398112	5.542844274	4.271694638	2.160605401	1.41992409
248233_at	0.5028613	0.437909128	0.447305675	0.596829298	0.702416594
248234_at	3.234815617	2.847759603	3.458260978	3.774486193	2.132635836
248235_at	1.757332465	1.696797832	1.774264575	1.378420839	1.328426767
248236_at	0.372912972	0.395326402	0.504985906	0.513413457	0.481866341
248237_at	1.649066994	0.637841778	6.333360703	0.767444049	0.631481312
248238_at	2.052585174	1.995177898	0.830046869	1.504731679	1.345111977
248239_at	0.680048596	0.567735007	0.63123501	0.721897064	0.8145374
248240_at	0.538507379	0.581847067	0.507072579	0.62858076	0.711925684
248241_at	0.449760397	0.49336268	0.462106802	0.53622071	0.594324404
248242_at	0.613363668	0.957919684	0.684430912	0.694702186	0.673569324
248243_at	1.398704646	0.70048398	2.766027461	1.18968867	2.626735824
248244_at	0.544137712	0.728804984	0.630380828	0.780229366	0.74635727
248245_at	0.604704004	0.762982262	0.682607983	0.92044092	0.805447432
248246_at	1.037479221	0.617191605	0.589638386	0.81349481	0.85854417
248247_at	0.533640222	0.631340611	0.596827699	0.70930717	0.909557478
248248_at	3.344222633	3.261812583	6.536451526	3.633531465	3.501234352
248249_at	5.232558123	4.775878535	2.085502498	1.840870276	2.017949973
248250_at	0.918668688	3.141981238	1.130125978	1.006681549	1.206112558
248251_at	0.674481949	0.573686543	0.98415164	0.635509872	0.596685444
248252_at	21.13104461	18.06263384	1.548320056	6.898209035	15.75393442
248253_at	2.26753873	0.665441828	0.717259475	0.811512211	1.253923997
248254_at	0.427858278	0.493505567	0.419568513	1.69566971	0.87512621
248255_at	1.888719088	3.790129191	6.065877341	2.962837154	1.396123085
248256_at	0.787880306	1.173348271	1.315699829	1.720129978	0.931466651
248257_at	0.494372781	0.536081602	0.540421246	0.666485783	0.687392926
248258_at	5.750179656	3.168317583	4.422769108	6.728163475	3.563612114
248259_at	2.304421565	2.841887495	3.190562529	3.185524519	1.712752234
248260_at	0.469787843	0.444173145	0.482079804	0.603513461	0.702744036
248261_at	0.941397154	0.729904923	0.863858584	0.718457324	1.030010721
248262_at	3.517559696	5.131702461	4.513778518	2.852404519	1.785420355
248263_at	0.704387823	11.78049147	0.811908663	2.230577657	1.213606958
248264_at	3.094690639	3.983014906	4.58618577	3.188136312	2.017124687
248265_at	0.786053032	0.894633488	0.983398999	0.948856638	0.96912189
248266_at	1.943865278	2.099207574	2.148069006	2.30107974	1.383228454
248267_at	12.61780087	8.731774471	27.2684284	8.889367988	8.824120712
248268_at	3.265019349	0.81779031	0.774894394	1.354174351	1.741616092
248269_at	2.276380968	1.28737304	2.0460702	1.352504731	1.526376774
248270_at	1.357549359	2.292945115	2.11469164	1.255125016	1.030945244
248271_at	0.781856215	1.448485043	5.353355924	1.621837391	1.736087689
248272_at	4.664375518	3.849546326	2.684520821	3.143331567	1.940687242
248273_at	1.254724754	0.907992025	3.28379847	0.82931988	1.026707886
248274_at	0.55521225	0.609724036	0.603423629	0.722395003	0.624424381
248275_at	0.509527175	0.464733614	0.469648267	0.652483246	0.654947618
248276_at	2.781568218	3.850943599	2.323585248	4.222105085	1.621891152
248277_at	0.696099452	0.811873959	0.855111209	1.075483566	0.858126802
248278_at	0.463125914	0.402464253	0.46105552	0.567836142	0.56390053
248279_at	0.910567487	0.841330646	1.199884675	0.898138848	0.929147615
248280_at	0.643208821	0.620854905	0.732152349	0.59408424	0.642414597
248281_at	2.420003234	1.92504374	2.168146314	1.726028418	1.517268037
248282_at	0.627007294	0.608118036	0.483809041	0.835762532	0.851926558
248283_at	7.547261019	8.131237541	2.574421725	5.541241024	3.397293406
248284_at	0.694138571	0.940893168	0.765101546	1.005491656	1.010907298
248285_at	0.982473575	0.657296438	0.679399887	0.67300728	0.855082323
248286_at	0.428121957	0.417904243	0.665477283	0.584687901	0.735002136
248287_at	0.574777012	0.59122245	0.606021349	0.69317598	0.670224145
248288_at	15.90343533	12.55093989	10.64092487	10.83794476	8.840680961
248289_at	0.954482409	1.061946691	0.84695516	0.887545944	0.836521774
248290_at	0.758808379	0.764365727	0.852793538	0.825246019	0.765358292
248291_at	0.688730675	0.599744781	0.809021871	0.685375465	0.759506598
248292_at	0.50652433	0.536431715	0.54498097	0.660948054	0.648658204
248293_at	0.953437088	4.320458577	4.792949016	2.398531479	1.56623062
248294_at	0.965379343	0.898961739	1.117924552	0.895236599	0.818302684
248295_at	2.634890543	0.624022358	0.928838941	0.916408281	1.188698827
248296_at	2.587593258	3.92830224	4.00246814	1.806262559	1.082307725
248297_at	0.558645662	0.580457063	0.679949615	0.75091436	0.765554329
248298_at	0.67954929	0.783497621	0.752201057	0.850942855	0.80614718
248299_at	0.621255347	0.525867542	0.608345686	0.673723676	0.722381825
248300_at	2.845582796	2.119221704	2.806296185	1.889159329	1.678570203
248301_at	1.163537415	1.137784997	1.308541058	1.013532904	0.913162774
248302_at	2.169032674	2.317341819	1.848657465	1.559078227	1.599148816
248303_at	1.725349336	1.963498612	1.637955433	1.10039545	1.267964705
248304_at	2.412852319	2.45129043	3.583476154	2.121661695	1.762082235
248305_at	2.378495547	3.565705692	3.113846619	2.537858087	2.345854806
248306_at	1.465247556	0.749368473	0.510151145	0.633350232	0.638896052
248307_at	0.505924701	0.480330086	0.465434625	0.540172836	0.581351335
248308_at	1.758698249	1.573848903	2.621278612	1.608917715	1.461119505
248309_at	1.596196355	2.105028701	2.364959731	2.120215631	1.851495868
248310_at	1.606305028	1.588009704	2.297223713	1.484367051	1.108540716
248311_at	0.602392807	0.619895345	0.72408024	0.994818402	0.8632458
248312_at	1.318127468	0.656945697	0.784923238	1.507383966	1.185320591
248313_at	3.018593934	4.540151944	5.745363967	5.731659038	2.201320002
248314_at	0.428529253	0.440833949	0.419523654	0.530234753	0.554849599
248315_at	0.460035794	0.380004586	0.472194692	0.549132001	0.560652186
248316_at	0.380261312	0.414982424	0.385937478	2.073548756	0.629978449
248317_at	0.361397561	0.377940011	0.385425931	0.517704787	0.523406469
248318_at	0.37174421	0.398788677	0.368929743	0.445497489	0.539056925
248319_at	0.527324482	0.510610096	0.550646274	0.741023403	0.793984696
248320_at	0.371626392	0.370460833	0.392599019	0.435324377	0.462098428
248321_at	0.423127622	0.362828797	0.404871509	0.471011168	0.52215421
248322_at	0.349402235	0.362784478	0.438336601	0.758664887	0.781162628
248323_at	0.382493909	0.398011657	0.461663948	0.501335767	0.566411035
248324_at	0.566454172	0.58227475	0.664040246	1.048209093	0.72856713
248325_at	0.546812669	0.562227966	0.583189326	0.777614662	0.773034507
248326_at	3.504510818	1.466471274	3.7261278	1.431006217	2.154349925
248327_at	0.463028767	0.518994543	0.623675839	1.280745127	1.079831539
248328_at	0.85491197	1.131521008	1.822665963	2.188609347	1.254071317
248329_at	0.428850124	0.440969841	0.45528657	0.535012277	0.612446602
248330_at	0.621314876	0.959958631	0.567264325	1.013447674	0.670163716
248331_at	29.10943941	13.85350672	13.69947699	14.89165914	18.83321485
248332_at	3.744698908	3.128116606	19.30684012	16.03406794	3.666179084
248333_at	0.558200496	0.519537415	0.549761267	0.669067468	0.601426758
248334_s_at	2.130128219	0.928154416	0.839439493	0.784436864	1.212984764
248335_at	0.632398174	3.500153842	0.634771015	1.31316451	0.908597136
248336_at	1.52738907	1.090503792	1.197079252	1.028045298	1.0643431
248337_at	0.576527106	4.022058096	1.78719443	2.865660206	1.832025146
248338_at	0.992638279	1.185343718	1.187802931	1.08435547	0.933432373
248339_at	1.422037928	0.894704956	1.185707968	1.036535337	1.000561868
248340_at	4.35898345	6.114782933	1.421655453	2.692807773	2.15278487
248341_at	0.749442462	0.647000003	0.728336736	0.767655606	0.715394513
248342_at	0.750321251	0.597532545	0.678594669	0.841383478	0.88924211
248343_at	0.420755708	0.672174212	0.461945351	0.540306183	0.627360589
248344_at	1.86772501	2.003236555	1.071543661	0.772451813	0.737524047
248345_at	0.428429779	0.444400627	0.467952006	0.552016709	0.593326786
248346_at	2.637234098	3.259760759	2.384824158	1.935316137	1.667170798
248347_at	2.081251888	6.275732361	0.793402859	0.988292245	0.821477931
248348_at	0.511599709	0.659188196	0.522109919	0.72094081	0.712223788
248349_at	12.72060798	12.02809452	7.543796162	9.462724811	6.303819539
248350_at	0.653486571	0.501657224	0.605105127	0.727780322	0.751264723
248351_at	2.608241186	3.697912965	4.222441522	2.781850862	2.197569328
248352_at	0.50665006	0.557775012	0.525836212	0.664508007	0.673987955
248353_at	0.401789597	0.430947717	0.432087896	0.506912389	0.52887179
248354_at	0.379525921	0.38936474	0.393028917	0.409242424	0.459728768
248355_at	0.372035154	0.380818363	0.381591944	0.454993618	0.460514184
248356_at	0.390003946	0.350602426	0.400121007	0.432678325	0.485151675
248357_at	1.611177134	0.702651543	0.909457937	1.041786577	1.125305313
248358_at	0.595835582	1.876928246	1.715264549	2.899398916	1.379010108
248359_at	0.416598413	0.623992999	1.30702059	0.577349574	0.573371693
248360_at	2.267211196	3.103848405	3.195927418	1.622928915	1.526342566
248361_at	0.509721886	0.607590134	0.542459254	0.592785131	0.654976012
248362_at	19.44526607	6.795396583	16.12982694	7.076369501	9.462371997
248363_at	0.457772506	0.558242511	0.506169261	0.549469617	0.595059354
248364_at	0.50588747	0.576227619	0.549994527	0.680079823	0.632936947
248365_at	0.444712431	0.432520987	0.425875104	0.564084247	0.572004669
248366_at	3.199183525	7.809905984	10.83274836	3.28400024	2.82338353
248367_at	0.513122334	0.551670666	0.569134901	0.636755205	0.716306864
248368_at	0.366425168	0.365447207	0.370454884	0.40843938	0.456077816
248369_at	4.749421961	2.824541419	2.649180101	2.354932649	2.497485355
248370_at	1.424097183	0.752579599	0.595263774	0.788254912	0.837467379
248371_at	0.471894947	1.762967337	0.485702166	0.789809936	0.610520209
248372_at	0.372048793	0.351287846	0.388177805	0.454821218	0.481792179
248373_at	0.38323966	0.399288686	0.399087893	0.48675406	0.500004867
248374_at	0.474550604	0.513403288	0.499019932	0.613072944	0.589305306
248375_at	1.616541209	1.503039544	1.896503659	1.377927782	1.067114324
248376_at	5.041859728	4.447933292	4.105850962	4.321687234	3.206607026
248377_at	0.514962925	0.580868125	0.609488891	0.653611191	0.752858546
248378_at	2.648010823	1.394496975	3.171750059	1.058173192	1.194545515
248379_at	1.907561485	0.947898112	1.273769454	1.424040018	1.273318823
248380_at	1.240640631	1.254675148	4.194733389	0.756729877	0.974257109
248381_at	2.854834546	2.166088753	14.59083475	3.737490247	2.144474914
248382_at	0.568550248	0.86887535	1.241712128	0.876810061	2.37199592
248383_at	0.378529106	0.380111628	0.367326871	0.415795038	0.483203891
248384_at	0.775178445	0.45882316	0.445535892	0.619657666	0.612775791
248385_at	1.094624455	0.80078375	0.884833031	0.869075895	0.97486526
248386_at	3.117423647	1.750378044	5.030938216	1.891108569	1.84852525
248387_at	3.113388319	1.402848939	1.136164313	1.308976231	1.706432012
248388_at	2.749380387	2.782422656	6.908177859	2.227807668	2.241275676
248389_at	0.646634255	1.134723396	0.713976756	0.810893183	0.904459451
248390_at	0.386781618	0.428575412	0.394334151	0.437462949	0.499126635
248391_at	0.996620321	1.489617651	0.81837898	0.912780719	0.812475545
248392_at	0.672187792	2.730726704	13.31297032	1.200926932	1.439131105
248393_at	3.517158994	4.624662299	1.606037883	2.531299042	2.380428415
248394_at	1.665467536	0.878223821	1.493251222	0.995759638	0.84082852
248395_at	0.413004741	1.22861786	0.51703907	0.731357029	0.602778059
248396_at	0.427854419	0.459798665	0.395349706	0.542664584	0.555801478
248397_at	0.425844083	0.468423884	0.485081841	0.616500814	0.609389
248398_at	2.682709169	9.451595921	1.963003499	1.878566455	1.898119608
248399_at	0.905149931	1.025105229	1.0261193	1.05111405	0.874269722
248400_at	1.220664523	0.908148676	0.997359254	1.121542055	1.20034572
248401_at	0.749635022	0.574929219	0.597444441	0.780018384	0.800140198
248402_at	0.639598932	0.683022236	0.664704903	0.879362065	0.849840513
248403_at	1.75666759	1.890456615	2.363974969	1.755659384	1.224225501
248404_at	2.416801287	1.743349962	1.408191321	1.52232949	1.243729316
248405_at	0.60971216	0.687205121	1.805813522	0.638178759	0.625080573
248406_at	2.413416905	0.949572678	0.76339575	0.892456863	0.878464186
248407_at	3.741052396	1.072655367	1.831336699	1.393600117	0.861253698
248408_at	3.533299046	0.67006382	5.616039967	0.7750929	1.125737455
248409_at	0.931407557	0.741969878	1.112811315	0.821681447	0.875376138
248410_at	4.916405141	4.16809434	3.036961012	2.7832024	1.841588787
248411_at	0.357621992	0.38714517	0.41089101	0.465069138	0.509906917
248412_at	2.169073232	1.115542019	1.604127013	1.319216081	1.838326092
248413_at	0.877109784	0.552098873	0.524914006	0.751745391	0.803017669
248414_at	0.429289288	0.464386619	0.459581008	0.509952309	0.502007878
248415_at	1.991021144	2.213859773	2.551979075	1.987339289	1.290215911
248416_at	1.362503089	2.063121705	1.511534267	1.922493281	1.400848026
248417_at	0.503956983	0.532114548	0.529681878	0.649374191	0.648200519
248418_at	1.696890807	1.143684402	2.19648531	1.170655871	1.248442153
248419_at	0.852453169	0.775066471	7.5010402	1.01171391	1.095959087
248420_at	1.943364087	0.734927451	0.590969578	1.228677196	1.508272367
248421_at	4.925349493	3.46109349	2.511337743	2.453641093	2.239803006
248422_at	2.25397671	2.272720967	3.271289189	1.382802282	1.379773318
248423_at	1.571832136	0.786409168	2.196769116	0.859966805	1.263566778
248424_at	0.608865393	0.640575582	0.608709357	2.793274175	1.220053387
248425_at	0.744040095	0.61294787	0.685552225	0.795796799	0.757952338
248426_at	1.849595599	2.080413917	2.649571638	3.443640605	1.146407505
248427_at	0.556933516	0.61063666	0.603323007	0.704948294	0.686379392
248428_at	0.585530657	0.609641963	0.623737667	0.880799078	0.763006432
248429_at	1.468743261	1.583584093	0.998228865	0.949720368	0.944849028
248430_at	0.399504537	0.426447585	0.423144537	0.503009171	0.535117085
248431_at	1.16195115	0.545114376	10.29777012	0.656711612	0.708300338
248432_at	0.455770351	0.73801947	0.829092327	0.536317913	0.487902666
248433_at	9.402948721	11.69021289	7.639776925	6.820383214	4.491436523
248434_at	2.810587355	0.973958138	6.751494703	9.12809381	1.424559038
248435_at	0.534763051	0.611293076	0.572184404	0.694462863	0.725044034
248436_at	4.393521748	2.783590566	2.983121676	2.418229039	1.974729819
248437_at	0.833705244	0.848479642	0.696035633	0.858805674	0.757359654
248438_at	1.515862084	1.55199603	1.752212421	1.239153391	1.06517155
248439_at	0.618253845	0.684374961	0.700303745	0.775340199	0.775279911
248440_at	0.754398586	0.944726227	2.944069483	1.033698781	1.226621967
248441_at	0.667506663	0.47272065	0.560823847	0.667619872	0.788200945
248442_at	2.026886571	1.583381844	2.58617111	1.893210729	1.483463252
248443_at	0.613536069	0.424593814	0.485201105	0.511935681	0.564317001
248444_at	0.28865154	0.271027824	0.289087348	0.348103137	0.451296508
248445_at	0.91340206	0.730901219	1.227394329	1.210159366	0.907284618
248446_at	1.873249045	2.433363942	1.343758912	1.608094836	1.552997999
248447_at	4.083855292	3.147852925	2.794267052	2.596396162	2.257183924
248448_at	0.880000197	1.345081615	0.68572845	1.084004519	1.52174504
248449_at	0.65342308	1.030272042	0.791034354	0.809850706	0.795415831
248450_at	0.808813292	0.764138438	0.788717607	0.986816207	1.011332015
248451_at	1.667107939	1.910387369	1.652595801	1.422496591	1.212957236
248452_at	2.437410232	2.237616508	3.553970746	2.049806851	1.6476281
248453_at	1.441281092	1.454831008	1.468399121	1.202846581	1.063276879
248454_at	0.755229446	0.920527986	1.195387038	0.762025849	0.770699869
248455_at	0.532738664	0.502206781	0.486682947	0.656367123	0.693781123
248456_at	0.726237801	0.692243931	0.860033789	0.708210298	0.719231302
248457_at	0.582208241	0.710547349	0.652893206	0.92878797	0.792036233
248458_at	4.021823184	4.225873638	5.276057786	4.020069056	2.350190775
248459_at	1.718153761	2.8655465	2.121583381	1.79137674	1.2688503
248460_at	0.53472594	0.579530229	0.618101971	0.67411001	0.69456865
248461_s_at	9.738127621	8.961024085	6.836528975	6.603894982	4.641547115
248462_at	2.952372761	1.82212126	4.09511433	3.696056234	2.594172336
248463_at	1.044209041	0.706413233	1.352534537	1.135962014	0.874902869
248464_at	0.893563691	1.02990271	1.102064698	0.805084255	0.856461964
248465_at	1.523422902	1.000702685	2.136541732	1.014282151	1.381536589
248466_at	0.898563877	0.714170688	0.598963554	0.813525198	1.270458957
248467_at	0.46425844	0.51531766	0.560661046	0.594148892	0.666981744
248468_at	0.640636454	0.664825794	0.670927312	0.774515701	0.795376201
248469_at	1.019222234	0.869412944	0.73982431	1.10022785	1.186823295
248470_at	0.431744519	0.492294229	0.518236576	0.588503856	0.551141954
248471_at	1.58300623	1.408370933	1.468586741	1.123307186	1.236398596
248472_at	0.979246263	1.09179277	1.15007369	0.892158811	0.8579859
248473_at	7.79770133	1.5665873	2.197300133	2.612271481	3.900822685
248474_at	14.50146336	18.20428397	15.82600771	14.98322844	9.133100772
248475_at	0.324260725	0.303763712	0.327077174	0.355277704	0.399329249
248476_at	0.616019542	0.616293904	1.596828822	0.639475682	0.712891369
248477_at	3.115672077	7.091406972	5.776151938	3.201085055	1.784237099
248478_at	3.56122091	2.847570427	5.382445334	3.000953947	2.326523918
248479_at	0.352850335	0.372001704	0.360452847	0.441958088	0.498626175
248480_at	1.968772534	4.097945466	2.919570602	2.258110255	1.520761471
248481_at	0.563492136	0.515244305	0.867411449	0.626501749	0.678406398
248482_at	0.548627121	0.514197262	0.464319716	0.616050175	0.646565534
248483_at	0.502291317	0.465859465	0.442850402	0.48192296	0.48934905
248484_at	0.483396595	0.46704284	0.464247617	0.574161923	0.598391709
248485_at	1.189850894	1.754084914	4.551474087	2.196077006	1.080696335
248486_at	6.497931067	5.556183676	1.454983442	4.500963174	1.970389008
248487_at	0.89158509	2.052427624	2.990702871	3.041645343	1.236859281
248488_at	0.610322662	0.434628312	0.536923664	0.526415925	0.617586036
248489_at	0.396899362	0.414054036	0.430472078	0.497126713	0.527201597
248490_at	0.408843891	0.351379024	0.421868572	0.483386669	0.532203616
248491_at	0.487066655	1.028646728	0.79806124	0.662596912	0.766539027
248492_at	4.036704004	8.698923013	7.493339754	6.425823797	3.793029278
248493_at	0.891570838	0.597283488	0.603788515	0.805656104	0.871401011
248494_at	0.570635741	0.575727098	0.627437318	0.732065871	0.726692109
248495_at	0.544036171	0.522157621	0.65731769	0.819427111	0.684559585
248496_at	0.564057922	0.626653455	0.577386006	0.776623586	0.728586197
248497_at	1.292953895	1.623449625	2.26476939	1.51961082	0.984369676
248498_at	0.905635023	1.205331294	0.464236971	0.75362383	0.64671902
248499_at	1.029288428	1.621942418	1.005895869	1.080882813	1.099606992
248500_at	1.423439513	1.19618048	1.269602984	1.018389728	1.242047697
248501_at	1.038561708	1.939947737	1.802313566	1.593060195	0.82788421
248502_at	0.995925106	0.794080292	1.00111294	1.134284567	1.302502815
248503_at	0.492272553	0.493595938	0.526876645	0.602409564	0.643717375
248504_at	0.536437506	0.569495206	0.544707235	0.716239842	0.751157592
248505_at	0.601273799	0.652236855	0.936854918	0.797517523	0.79501959
248506_at	3.652933493	3.127366927	1.251606262	3.428632938	2.06107465
248507_at	1.971933131	3.305100448	1.020673238	1.430143305	1.316244449
248508_at	3.270357292	2.006437626	3.031463207	2.203910247	2.021028405
248509_at	0.411780513	0.393880166	0.428409237	0.584158195	0.553527736
248510_at	1.030999874	0.83948526	0.75724247	0.926215419	0.902599109
248511_at	10.12641896	9.877119238	2.24848508	4.992727818	2.416090741
248512_at	20.46607893	9.138685213	7.179914156	13.3067788	8.419755355
248513_at	0.376017159	0.371687965	0.381127532	0.429429188	0.452526091
248514_s_at	0.541808984	0.623972466	0.571552806	0.645467707	0.675244984
248515_at	1.031063578	1.150781798	1.162141338	0.914766131	0.986398237
248516_at	0.459260025	0.410586119	0.413937623	0.493321871	0.541644403
248517_at	1.936537043	1.398687088	1.719033616	1.087975838	1.260195109
248518_at	1.25994292	7.714650355	1.091667335	1.279463403	1.857269591
248519_at	0.552963027	0.56637355	0.603463733	0.705177229	0.76633544
248520_at	0.454651225	0.510318922	0.665071146	0.733697555	0.707181272
248521_s_at	2.242131854	2.768998737	3.115005876	1.395482617	1.109195491
248522_at	1.053653091	1.314939006	1.980319029	0.513740916	0.844285749
248523_s_at	2.536268187	1.682035017	2.904397137	1.220345059	1.786910365
248524_s_at	0.745866044	1.873221232	1.595912531	0.748406266	1.009155641
248525_s_at	0.425289673	0.394257198	0.404797483	0.499445048	0.685417241
248526_at	2.76746644	2.938789432	3.066591718	1.930393634	1.513257441
248527_at	1.312289176	1.090302356	1.191381121	0.753076971	0.761257391
248528_at	0.608034453	2.291905608	0.613645853	0.816331392	1.024513913
248529_at	5.228078616	6.968312823	4.931489101	3.085479551	2.70721666
248530_at	3.127921789	2.608184214	1.874231628	1.717825161	1.352021207
248531_at	2.038861379	2.655269905	2.792497804	1.732082278	1.385161366
248532_at	2.3947766	3.237539019	5.067177022	3.586000039	2.357497772
248533_at	0.642058336	0.712058582	0.655827618	0.6513604	0.615161776
248534_at	0.583048285	0.585989235	0.563387559	0.718661815	0.681300183
248535_at	0.505897126	0.542106798	0.555303634	0.632827244	0.684615564
248536_at	0.535953388	0.584734254	0.59434258	0.721883682	0.719112366
